covidence;author;year;country;location;latitude;longitude;climate;expe_t;mat;map;map_units;soil;type;ph;om;om_units;oc;oc_units;texture;clay;clay_units;sand;sand_units;ec;ec_units;cec ;cec_units;N;N_units;N_types;P;P_units;P_type;as_s;cd_s;cu_s;pb_s;zn_s;se_s;ni_s;co_s;mn_s;cr_s;hg_s;units_s;n_s;fraction_s;Bioavailable;sp;name;cultivar;p_density;units_density;ba_total;ba_stem;ba_leaf;br;units_b;as_ba;cd_ba;cu_ba;pb_ba;zn_ba;se_ba;ni_ba;co_ba;mn_ba;cr_ba;hg_ba;units_te_ba;n_te_ba;organs_ba;as_br;cd_br;cu_br;pb_br;zn_br;se_br;ni_br;co_br;mn_br;cr_br;hg_br;units_te_br;n_te_br;organs_br;as_ba_1;cd_ba_1;cu_ba_1;pb_ba_1;zn_ba_1;se_ba_1;ni_ba_1;co_ba_1;mn_ba_1;cr_ba_1;hg_ba_1;units_te_ba_1;n_te_ba_1;organs_ba_1;as_ba_2;cd_ba_2;cu_ba_2;pb_ba_2;zn_ba_2;se_ba_2;ni_ba_2;co_ba_2;mn_ba_2;cr_ba_2;hg_ba_2;units_te_ba_2;n_te_ba_2;organs_ba_2;as_ba_3;cd_ba_3;cu_ba_3;pb_ba_3;zn_ba_3;se_ba_3;ni_ba_3;co_ba_3;mn_ba_3;cr_ba_3;hg_ba_3;units_te_ba_3;n_te_ba_3;organs_ba_3;comments
1147;Parihar;2021;India;Punjab;"31°8'15.7492""N";"76°0'52.3051""E";Subtropical continental;;;924;mm;Karnana;;5.74;;;;;;;;;;;;;;;;;;;;;3.644;15.42;;80.16;;;24.04;184.2;19.08;;mg kg;3;Total;;Mexican tea;Dysphania ambrosioides;;;;;;;;;;0.9;61.77;;52.48;;;11.38;35.03;76.97;;mg kg;3;Shoots;;0.4;41.9;;43.23;;;12.18;33.2;78.24;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;Parihar;2021;India;Punjab;"31°7'18.0599""N";"76°1'41.9207""E";Subtropical continental;;;924;mm;Chahal Khurd;;5.64;;;;;;;;;;;;;;;;;;;;;0.424;6.104;;34.87;;;21.05;151.1;15.59;;mg kg;3;Total;;White fig;Ficus infectoria;;;;;;;;;;0.242;21.43;;113.8;;;15.4;46.42;90.64;;mg kg;3;Shoots;;0;0;;0;;;0;0;0;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;Parihar;2021;India;Punjab;"31°7'18.0599""N";"76°1'41.9207""E";Subtropical continental;;;924;mm;Chahal Khurd;;5.64;;;;;;;;;;;;;;;;;;;;;0.424;6.104;;34.87;;;21.05;151.1;15.59;;mg kg;3;Total;;Napa fig;Ficus palmata;;;;;;;;;;1.241;23.23;;36.76;;;13.06;38.09;85.77;;mg kg;3;Shoots;;0;0;;0;;;0;0;0;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;Parihar;2021;India;Punjab;"31°8'15.7492""N";"76°0'52.3051""E";Subtropical continental;;;924;mm;Karnana;;5.74;;;;;;;;;;;;;;;;;;;;;3.644;15.42;;80.16;;;24.04;184.2;19.08;;mg kg;3;Total;;Sacred fig;Ficus religiosa;;;;;;;;;;0.584;54.62;;39.77;;;21.2;53.84;74.48;;mg kg;3;Shoots;;0;0;;0;;;0;0;0;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;Parihar;2021;India;Punjab;"31°6'0.0792""N";"76°2'8.0318""E";Subtropical continental;;;924;mm;Sahlon;;5.53;;;;;;;;;;;;;;;;;;;;;0.703;5.372;;166.3;;;20.42;82.6;13.28;;mg kg;3;Total;;Bush morning glory;Ipomoea carnea;;;;;;;;;;0.093;11.5;;20.34;;;8.69;48.11;62.8;;mg kg;3;Shoots;;0.3;5.373;;19.68;;;8.58;42.6;68.15;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;Parihar;2021;India;Punjab;"31°8'15.7492""N";"76°0'52.3051""E";Subtropical continental;;;924;mm;Karnana;;5.74;;;;;;;;;;;;;;;;;;;;;3.644;15.42;;80.16;;;24.04;184.2;19.08;;mg kg;3;Total;;Bush morning glory;Ipomoea carnea;;;;;;;;;;0.883;64.07;;32.59;;;12.01;58.36;64;;mg kg;3;Shoots;;0.6;82.8;;53.07;;;12.96;44.68;48.37;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;Parihar;2021;India;Punjab;"31°6'0.0792""N";"76°2'8.0318""E";Subtropical continental;;;924;mm;Sahlon;;5.53;;;;;;;;;;;;;;;;;;;;;0.703;5.372;;166.3;;;20.42;82.6;13.28;;mg kg;3;Total;;Common mallow;Malva rotundifolia;;;;;;;;;;1.167;66.83;;35.87;;;9.44;32.49;52.8;;mg kg;3;Shoots;;0.267;10.77;;44.59;;;9.54;43.68;97.77;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;Parihar;2021;India;Punjab;"31°6'0.0792""N";"76°2'8.0318""E";Subtropical continental;;;924;mm;Sahlon;;5.53;;;;;;;;;;;;;;;;;;;;;0.703;5.372;;166.3;;;20.42;82.6;13.28;;mg kg;3;Total;;Alfalfa;Medicago polymorpha;;;;;;;;;;0.233;94.62;;39.76;;;10.07;35.92;10.17;;mg kg;3;Shoots;;0.129;65.67;;58.66;;;10.28;29.72;28.23;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;Parihar;2021;India;Punjab;"31°8'15.7492""N";"76°0'52.3051""E";Subtropical continental;;;924;mm;Karnana;;5.74;;;;;;;;;;;;;;;;;;;;;3.644;15.42;;80.16;;;24.04;184.2;19.08;;mg kg;3;Total;;Alfalfa;Medicago polymorpha;;;;;;;;;;0.284;13.77;;36.6;;;11.61;40.4;43.43;;mg kg;3;Shoots;;0.503;34;;33.23;;;12.74;26.08;44.57;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;Parihar;2021;India;Punjab;"31°6'0.0792""N";"76°2'8.0318""E";Subtropical continental;;;924;mm;Sahlon;;5.53;;;;;;;;;;;;;;;;;;;;;0.703;5.372;;166.3;;;20.42;82.6;13.28;;mg kg;3;Total;;Chinaberry;Melia azedarach;;;;;;;;;;0.333;28.67;;58.26;;;14.25;57;83.64;;mg kg;3;Shoots;;0;0;;0;;;0;0;0;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;Parihar;2021;India;Punjab;"31°6'0.0792""N";"76°2'8.0318""E";Subtropical continental;;;924;mm;Sahlon;;5.53;;;;;;;;;;;;;;;;;;;;;0.703;5.372;;166.3;;;20.42;82.6;13.28;;mg kg;3;Total;;Indian mulberry;Morus indica;;;;;;;;;;0.679;40.17;;70.39;;;10.52;78.12;59.6;;mg kg;3;Shoots;;0;0;;0;;;0;0;0;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;Parihar;2021;India;Punjab;"31°7'18.0599""N";"76°1'41.9207""E";Subtropical continental;;;924;mm;Chahal Khurd;;5.64;;;;;;;;;;;;;;;;;;;;;0.424;6.104;;34.87;;;21.05;151.1;15.59;;mg kg;3;Total;;Indian mulberry;Morus indica;;;;;;;;;;1;17.97;;42.45;;;17.22;42.6;66;;mg kg;3;Shoots;;0;0;;0;;;0;0;0;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;Parihar;2021;India;Punjab;"31°6'0.0792""N";"76°2'8.0318""E";Subtropical continental;;;924;mm;Sahlon;;5.53;;;;;;;;;;;;;;;;;;;;;0.703;5.372;;166.3;;;20.42;82.6;13.28;;mg kg;3;Total;;Switchgrass;Panicum virgatum;;;;;;;;;;0.228;11.34;;29.19;;;7.953;27.71;60.24;;mg kg;3;Shoots;;0.167;9.872;;27.57;;;7.775;34.11;59.4;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;Parihar;2021;India;Punjab;"31°6'0.0792""N";"76°2'8.0318""E";Subtropical continental;;;924;mm;Sahlon;;5.53;;;;;;;;;;;;;;;;;;;;;0.703;5.372;;166.3;;;20.42;82.6;13.28;;mg kg;3;Total;;Congress grass;Parthenium hysterophorus;;;;;;;;;;0.5;56.17;;48.23;;;8.46;41.11;79.8;;mg kg;3;Shoots;;0.206;7.367;;32.69;;;8.52;23.6;84.64;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;Parihar;2021;India;Punjab;"31°7'18.0599""N";"76°1'41.9207""E";Subtropical continental;;;924;mm;Chahal Khurd;;5.64;;;;;;;;;;;;;;;;;;;;;0.424;6.104;;34.87;;;21.05;151.1;15.59;;mg kg;3;Total;;Congress grass;Parthenium hysterophorus;;;;;;;;;;0.697;10.69;;30.9;;;8.49;38.11;35.95;;mg kg;3;Shoots;;0.093;22.86;;31.97;;;5.95;40.31;78.57;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;Parihar;2021;India;Punjab;"31°8'15.7492""N";"76°0'52.3051""E";Subtropical continental;;;924;mm;Karnana;;5.74;;;;;;;;;;;;;;;;;;;;;3.644;15.42;;80.16;;;24.04;184.2;19.08;;mg kg;3;Total;;Congress grass;Parthenium hysterophorus;;;;;;;;;;6.185;57.48;;30.57;;;6.7;41.49;91.4;;mg kg;3;Shoots;;0.517;24.43;;25.11;;;12.09;15.64;44.4;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;Parihar;2021;India;Punjab;"31°6'0.0792""N";"76°2'8.0318""E";Subtropical continental;;;924;mm;Sahlon;;5.53;;;;;;;;;;;;;;;;;;;;;0.703;5.372;;166.3;;;20.42;82.6;13.28;;mg kg;3;Total;;Castor bean;Ricinus communis;;;;;;;;;;0.273;51.67;;60.34;;;9.24;63.8;89.37;;mg kg;3;Shoots;;0;0;;0;;;0;0;0;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;Parihar;2021;India;Punjab;"31°7'18.0599""N";"76°1'41.9207""E";Subtropical continental;;;924;mm;Chahal Khurd;;5.64;;;;;;;;;;;;;;;;;;;;;0.424;6.104;;34.87;;;21.05;151.1;15.59;;mg kg;3;Total;;Castor bean;Ricinus communis;;;;;;;;;;1.55;34.16;;52.25;;;12.97;79.49;77.37;;mg kg;3;Shoots;;0;0;;0;;;0;0;0;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;Parihar;2021;India;Punjab;"31°8'15.7492""N";"76°0'52.3051""E";Subtropical continental;;;924;mm;Karnana;;5.74;;;;;;;;;;;;;;;;;;;;;3.644;15.42;;80.16;;;24.04;184.2;19.08;;mg kg;3;Total;;Castor bean;Ricinus communis;;;;;;;;;;1.783;29.52;;35.18;;;12.91;71.29;90.97;;mg kg;3;Shoots;;0;0;;0;;;0;0;0;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;Parihar;2021;India;Punjab;"31°6'0.0792""N";"76°2'8.0318""E";Subtropical continental;;;924;mm;Sahlon;;5.53;;;;;;;;;;;;;;;;;;;;;0.703;5.372;;166.3;;;20.42;82.6;13.28;;mg kg;3;Total;;Toothed dock;Rumex dentatus;;;;;;;;;;0.327;20.21;;30.52;;;10.35;37.4;67.74;;mg kg;3;Shoots;;0.03;25.4;;35.71;;;11.03;41.89;76.64;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;Parihar;2021;India;Punjab;"31°8'15.7492""N";"76°0'52.3051""E";Subtropical continental;;;924;mm;Karnana;;5.74;;;;;;;;;;;;;;;;;;;;;3.644;15.42;;80.16;;;24.04;184.2;19.08;;mg kg;3;Total;;Toothed dock;Rumex dentatus;;;;;;;;;;0.884;25.8;;26.57;;;12.03;23.31;92.57;;mg kg;3;Shoots;;1.805;21.27;;38.78;;;11.31;28.05;102.9;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;Parihar;2021;India;Punjab;"31°6'0.0792""N";"76°2'8.0318""E";Subtropical continental;;;924;mm;Sahlon;;5.53;;;;;;;;;;;;;;;;;;;;;0.703;5.372;;166.3;;;20.42;82.6;13.28;;mg kg;3;Total;;Coffee senna;Senna occidentalis;;;;;;;;;;0.167;12.33;;58.03;;;9.133;26.69;60;;mg kg;3;Shoots;;0.107;35.33;;23.89;;;8.685;23.08;63.24;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;Parihar;2021;India;Punjab;"31°6'0.0792""N";"76°2'8.0318""E";Subtropical continental;;;924;mm;Sahlon;;5.53;;;;;;;;;;;;;;;;;;;;;0.703;5.372;;166.3;;;20.42;82.6;13.28;;mg kg;3;Total;;Black nightshade;Solanum nigrum;;;;;;;;;;0.294;7.924;;43.29;;;7.533;45;50.04;;mg kg;3;Shoots;;0.139;36.82;;29.01;;;7.3;19.77;90;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;Parihar;2021;India;Punjab;"31°7'18.0599""N";"76°1'41.9207""E";Subtropical continental;;;924;mm;Chahal Khurd;;5.64;;;;;;;;;;;;;;;;;;;;;0.424;6.104;;34.87;;;21.05;151.1;15.59;;mg kg;3;Total;;Black nightshade;Solanum nigrum;;;;;;;;;;1.759;12.33;;19.83;;;13.05;62.48;48.24;;mg kg;3;Shoots;;0.271;22.8;;42.77;;;13.85;77.73;60.04;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1833;Pedersen;2000;Denmark;Hygum;;;Temperate maritime;20;;;;0;;6.7;4.5;%;;;;13.8;%;;;;;;;;;;;;;;;23.04524624;;;;;;;;;mg kg-1;10;Total;DTPA and CaCl2 extractable;Black Bindweed;Fallopia convolvulus;;25;plants/pot;1.167785442;;;0.126779649;g;;;6.034483156;;;;;;;;;mg kg-1;10;Shoots;;;82.7591777;;;;;;;;;mg kg-1;10;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1833;Pedersen;2000;Denmark;Hygum;;;Temperate maritime;20;;;;100;;6.7;4.5;%;;;;13.8;%;;;;;;;;;;;;;;;106.5842776;;;;;;;;;mg kg-1;10;Total;DTPA and CaCl2 extractable;Black Bindweed;Fallopia convolvulus;;25;plants/pot;1.093959778;;;0.149830508;g;;;8.448262606;;;;;;;;;mg kg-1;10;Shoots;;;351.7245979;;;;;;;;;mg kg-1;10;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1833;Pedersen;2000;Denmark;Hygum;;;Temperate maritime;20;;;;200;;6.7;4.5;%;;;;13.8;%;;;;;;;;;;;;;;;182.9217725;;;;;;;;;mg kg-1;10;Total;DTPA and CaCl2 extractable;Black Bindweed;Fallopia convolvulus;;25;plants/pot;1.0067115;;;0.13898306;g;;;22.32756926;;;;;;;;;mg kg-1;10;Shoots;;;696.5519618;;;;;;;;;mg kg-1;10;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1833;Pedersen;2000;Denmark;Hygum;;;Temperate maritime;20;;;;300;;6.7;4.5;%;;;;13.8;%;;;;;;;;;;;;;;;277.9834819;;;;;;;;;mg kg-1;10;Total;DTPA and CaCl2 extractable;Black Bindweed;Fallopia convolvulus;;25;plants/pot;0.510067313;;;0.087457617;g;;;55.51722661;;;;;;;;;mg kg-1;10;Shoots;;;634.4830389;;;;;;;;;mg kg-1;10;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1833;Pedersen;2000;Denmark;Hygum;;;Temperate maritime;20;;;;400;;6.7;4.5;%;;;;13.8;%;;;;;;;;;;;;;;;407.6131156;;;;;;;;;mg kg-1;10;Total;DTPA and CaCl2 extractable;Black Bindweed;Fallopia convolvulus;;25;plants/pot;0.16778525;;;0.029830495;g;;;65.77585258;;;;;;;;;mg kg-1;10;Shoots;;;962.0690281;;;;;;;;;mg kg-1;10;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1833;Pedersen;2000;Denmark;Hygum;;;Temperate maritime;20;;;;500;;6.7;4.5;%;;;;13.8;%;;;;;;;;;;;;;;;442.1811498;;;;;;;;;mg kg-1;10;Total;DTPA and CaCl2 extractable;Black Bindweed;Fallopia convolvulus;;25;plants/pot;0.020134179;;;0.002711849;g;;;60.94827066;;;;;;;;;mg kg-1;10;Shoots;;;0;;;;;;;;;mg kg-1;10;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1833;Pedersen;2000;Denmark;Hygum;;;Temperate maritime;20;;;;600;;6.7;4.5;%;;;;13.8;%;;;;;;;;;;;;;;;567.4897517;;;;;;;;;mg kg-1;10;Total;DTPA and CaCl2 extractable;Black Bindweed;Fallopia convolvulus;;25;plants/pot;0.013377979;;;0.000677904;g;;;65.17241348;;;;;;;;;mg kg-1;10;Shoots;;;0;;;;;;;;;mg kg-1;10;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3416;Peng;2018;China;Xingyingcun;;;Humid subtropical;;;;;XYC;indigenous zinc smelting slag piles ;6.85;;;;;;;;;;;;;;;;;;;;463;24.3;337;3650;36500;;;;;113;0.067;mg kg;3;Total;;Soft rush;Juncus effusus;;;;;;;;;11.75;3.17;26.3;88.9;1410;;;;;0.79;0.037;mg kg;3;Shoots;56.5;5.5;56;248;2450;;;;;2.08;0.05;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3416;Peng;2018;China;Yingpanzai;;;Humid subtropical;;;;;YPZ;indigenous zinc smelting slag piles ;5.84;;;;;;;;;;;;;;;;;;;;466;7.77;152;9910;19050;;;;;78;0.308;mg kg;3;Total;;Soft rush;Juncus effusus;;;;;;;;;3.69;0.83;12.3;215;1420;;;;;0.89;0.022;mg kg;3;Shoots;47.1;2.53;19.15;917;1640;;;;;2.18;0.06;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3416;Peng;2018;China;Xingfa;;;Humid subtropical;;;;;XF;indigenous zinc smelting slag piles ;5.36;;;;;;;;;;;;;;;;;;;;274;16.65;296;1290;14000;;;;;194;0.177;mg kg;3;Total;;Soft rush;Juncus effusus;;;;;;;;;7.06;1.2;15.6;39.8;1045;;;;;2.8;0.022;mg kg;3;Shoots;10.6;3.64;21.5;75.2;1555;;;;;5.12;0.039;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3416;Peng;2018;China;Wanguanlou;;;Humid subtropical;;;;;WGL;indigenous zinc smelting slag piles ;5.56;;;;;;;;;;;;;;;;;;;;524;20.3;245;2990;29000;;;;;166;0.426;mg kg;3;Total;;Soft rush;Juncus effusus;;;;;;;;;23.1;4.55;25.2;198.5;2420;;;;;5.73;0.079;mg kg;3;Shoots;35.7;6.27;27.4;286;2410;;;;;6.78;0.064;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3416;Peng;2018;China;Xiaojiazaizi;;;Humid subtropical;;;;;XJZZ;indigenous zinc smelting slag piles ;6.77;;;;;;;;;;;;;;;;;;;;1600;43.1;361;5830;36700;;;;;180;0.337;mg kg;3;Total;;Soft rush;Juncus effusus;;;;;;;;;9.79;1.42;13.05;67.9;1150;;;;;2.03;0.027;mg kg;3;Shoots;126.5;9.41;26.1;652;2290;;;;;6.22;0.036;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3416;Peng;2018;China;Hejiachong;;;Humid subtropical;;;;;HJC;indigenous zinc smelting slag piles ;7.64;;;;;;;;;;;;;;;;;;;;360;63;211;21400;67600;;;;;147;7.99;mg kg;3;Total;;Soft rush;Juncus effusus;;;;;;;;;1.16;1.05;7.16;70.4;465;;;;;1.95;0.053;mg kg;3;Shoots;7.5;5.04;11.35;698;2900;;;;;2.57;0.245;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3416;Peng;2018;China;Caoziping;;;Humid subtropical;;;;;CZP;indigenous zinc smelting slag piles ;8.02;;;;;;;;;;;;;;;;;;;;1320;35.1;648;9830;15400;;;;;83;2.24;mg kg;3;Total;;Soft rush;Juncus effusus;;;;;;;;;56;4.06;25.1;1105;704;;;;;2.84;0.441;mg kg;3;Shoots;140;21.7;44.2;4630;1650;;;;;5.27;1.59;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3416;Peng;2018;China;Huanghualing;;;Humid subtropical;;;;;HHL;indigenous zinc smelting slag piles ;5.18;;;;;;;;;;;;;;;;;;;;844;58.5;2770;5410;7930;;;;;74;0.32;mg kg;3;Total;;Soft rush;Juncus effusus;;;;;;;;;9.78;6.66;82.1;220;870;;;;;0.89;0.034;mg kg;3;Shoots;43.4;15.75;169.5;514;889;;;;;3.43;0.059;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3416;Peng;2018;China;Huanghualing;;;Humid subtropical;;;;;HHL1;typical slag heap;4.8;;;;;;;;;;;;;;;;;;;;15.1;34.3;111.5;66.4;753;;;;;97;0.158;mg kg;3;Total;;Soft rush;Juncus effusus;;;;;;;;;1.1;8.88;14.2;52.1;684;;;;;1.18;0.04;mg kg;3;Shoots;12.55;28.6;20.4;340;439;;;;;7.62;0.088;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3416;Peng;2018;China;Huanghualing;;;Humid subtropical;;;;;HHL2;typical slag heap;4.76;;;;;;;;;;;;;;;;;;;;7.2;16.7;174.5;30.4;552;;;;;78;0.129;mg kg;3;Total;;Soft rush;Juncus effusus;;;;;;;;;1.13;10.3;10.9;55.1;1040;;;;;0.91;0.044;mg kg;3;Shoots;6.01;55.5;16.35;255;637;;;;;7.72;0.101;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3416;Peng;2018;China;Guanyinshan;;;Humid subtropical;;;;;GYS;iron mine tailings dam;7.68;;;;;;;;;;;;;;;;;;;;502;3.29;285;8000;6470;;;;;173;1.075;mg kg;3;Total;;Soft rush;Juncus effusus;;;;;;;;;5.77;0.51;13.7;152;182;;;;;2.8;0.055;mg kg;3;Shoots;8.43;0.45;21.6;183.5;178;;;;;3.71;0.085;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8669;Pusz;2007;Poland;Legnica;;;Humid continental;;;;;I zone Legnica;;7.3;;;0.94;%;Clayey silt;;;;;;;15.7;%;0.091;%;Total;;;;;2.81;4968;1216;294.3;;;;;;;mg kg-1;4;Total;EDTA, HNO3, NH4NO3;Serradella;Ornithopus sativus;;;;;;;;;;2.01;321;35.35;371.5;;;;;;;mg kg-1;4;Leaves;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8669;Pusz;2007;Poland;Skierniewice;;;Humid continental;;;;;II zone Legnica;;7.55;;;0.43;%;Silty loam;;;;;;;14.1;%;0.072;%;Total;;;;;1.49;999;389.2;190.4;;;;;;;mg kg-1;4;Total;EDTA, HNO3, NH4NO3;Serradella;Ornithopus sativus;;;;;;;;;;1.75;115;227.1;341.5;;;;;;;mg kg-1;4;Leaves;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8669;Pusz;2007;Poland;Skierniewice;;;Humid continental;;;;;Skierniewice;;7.15;;;0.27;%;Loamy sand;;;;;;;8.51;%;0.07;%;Total;;;;;0.41;12.28;72.4;154.5;;;;;;;mg kg-1;4;Total;EDTA, HNO3, NH4NO3;Serradella;Ornithopus sativus;;;;;;;;;;1.478;17.9;2.668;227.1;;;;;;;mg kg-1;4;Leaves;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8669;Pusz;2007;Poland;Legnica;;;Humid continental;;;;;I zone Legnica;;7.3;;;0.94;%;Clayey silt;;;;;;;15.7;%;0.091;%;Total;;;;;2.81;4968;1216;294.3;;;;;;;mg kg-1;4;Total;EDTA, HNO3, NH4NO3;Red fescue;Festuca rubrics;;;;;;;;;;1.81;311.8;37.8;253;;;;;;;mg kg-1;4;Leaves;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8669;Pusz;2007;Poland;Skierniewice;;;Humid continental;;;;;II zone Legnica;;7.55;;;0.43;%;Silty loam;;;;;;;14.1;%;0.072;%;Total;;;;;1.49;999;389.2;190.4;;;;;;;mg kg-1;4;Total;EDTA, HNO3, NH4NO3;Red fescue;Festuca rubrics;;;;;;;;;;1.62;95;15.7;229;;;;;;;mg kg-1;4;Leaves;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8669;Pusz;2007;Poland;Skierniewice;;;Humid continental;;;;;Skierniewice;;7.15;;;0.27;%;Loamy sand;;;;;;;8.51;%;0.07;%;Total;;;;;0.41;12.28;72.4;154.5;;;;;;;mg kg-1;4;Total;EDTA, HNO3, NH4NO3;Red fescue;Festuca rubrics;;;;;;;;;;0.413;11.33;3.185;151.4;;;;;;;mg kg-1;4;Leaves;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2045;Racheriu;2017;Romania;Bacau;;;Temperate continental;;9;541;mm;Waste dump soil (2014);Phosphogypsum landfill;6.326;;;;;;;;;;2.2455;uS/cm;;;;;;;;;;0.826;3.168;8.039;;;;;;;;mg kg;3;Total;;Wormwood;Artemisia absinthium;;;;8.688;;;2.694;g;;1.493;24.248;5.321; ; ;;;;;;mg kg;3;Leaves +stems;;1.264;17.49;6.613;;;;;;;;mg kg-1;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2045;Racheriu;2017;Romania;Bacau;;;Temperate continental;;9;541;mm;Waste dump soil (2015);Phosphogypsum landfill;6.124;;;;;;;;;;2.203;uS/cm;;;;;;;;;;0.946;5.711;7.507;;;;;;;;mg kg;3;Total;;Wormwood;Artemisia absinthium;;;;30.778;;;10.766;g;;1.267;4.358;3.049; ; ;;;;;;mg kg;3;Leaves +stems;;0.898;3.302;1.957;;;;;;;;mg kg-1;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
